RowID,Date Marked Complete,UDOT Region,Person Working Title,UDOT Unit,Construction Site Stormwater Runoff Control,Long-Term Stormwater Management,Pollution Prevention and Good Housekeeping,Stormwater Pollution Prevention and IDDE,Progress,Stormwater Pollution Prevention and IDDE-,Long-Term Stormwater Management-,Pollution Prevention and Good Housekeeping-,Construction Site Stormwater Runoff Control-
3975534,07/09/2018 12:00:00 AM,Region 3,Transportation Technician III,3751 - R3 East Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4749111,07/05/2018 12:00:00 AM,Region 4,Project Management Specialist,4250 - Project Manager,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
5236893,07/19/2018 12:00:00 AM,Region 4,District Permits Officer I,4155 - R4 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5207787,07/05/2018 12:00:00 AM,Region 1,Transportation Technician II,1432 - Bothwell,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2892024,07/20/2018 12:00:00 AM,Region 4,Transportation Technician II,4450 - Bluff,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3993435,07/02/2018 12:00:00 AM,Complex,Materials Engineering Assistant,8274 - Materials Training/Qualification,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5493123,07/06/2018 12:00:00 AM,Region 4,Transportation Technician III - Materials,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3606552,08/03/2018 12:00:00 AM,Complex,Business Analyst,8152 - POE Business Systems,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5492745,07/25/2018 12:00:00 AM,Region 3,Transportation Technician II,3422 - Nephi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5468526,07/05/2018 12:00:00 AM,Complex,Bridge Inspection Manager,8263 - Structures Bridge Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3143313,07/05/2018 12:00:00 AM,Region 3,Station Supervisor,3421 - Eureka,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3279744,07/03/2018 12:00:00 AM,Complex,Materials Engineering Assistant,8272 - Bituminous Materials,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4430322,07/08/2018 12:00:00 AM,Complex,Port Of Entry Supervisor,8143 - POE Wendover,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4660956,07/02/2018 12:00:00 AM,Region 3,Transportation Technician III,3443 - Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3674511,07/23/2018 12:00:00 AM,Region 4,Transportation Technician III,4484 - Scipio,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3946185,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4455 - Green River,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2995407,07/10/2018 12:00:00 AM,Region 2,Maintenance Area Supervisor,2411 - Region 2 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3246210,07/10/2018 12:00:00 AM,Complex,Engineering Manager I,8274 - Materials Training/Qualification,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5136102,07/17/2018 12:00:00 AM,Region 1,Region Contract/Grant Analyst I,1100 - R1 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5270157,08/01/2018 12:00:00 AM,Region 4,Accounting Technician III,4100 - R4 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4866399,07/07/2018 12:00:00 AM,Complex,Port Of Entry Supervisor,8143 - POE Wendover,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5730345,07/04/2018 12:00:00 AM,Region 2,Transportation Technician I,2431 - West Jordan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4156704,07/31/2018 12:00:00 AM,Region 3,Transportation Technician II,3431 - Heber,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3616623,07/02/2018 12:00:00 AM,Region 2,Survey Technician IV,2215 - ROW/Survey,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3090204,07/03/2018 12:00:00 AM,Region 1,District Railroad/Utilities Coordinator,1211 - R1 Utilities/Railroad,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5732154,07/25/2018 12:00:00 AM,Region 1,Transportation Technician I,1433 - Riverside,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5524092,07/09/2018 12:00:00 AM,Region 4,Transportation Technician II,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3676644,07/02/2018 12:00:00 AM,Complex,Project Manager (Statewide),8405 - SW Alternative Delivery Projects,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4928715,07/16/2018 12:00:00 AM,Region 2,Construction Transportation Technician III,2753 - R2 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3087477,06/29/2018 12:00:00 AM,Region 4,Resident Engineer,4766 - R4 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5782374,07/09/2018 12:00:00 AM,Region 4,Transportation Technician II,4453 - Moab,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4589136,07/09/2018 12:00:00 AM,Region 1,Transportation Technician III,1433 - Riverside,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5239323,07/03/2018 12:00:00 AM,Complex,Statewide Railroad & Utilities Director,8212 - Pd Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5757183,08/13/2018 12:00:00 AM,Region 4,Transportation Technician I,4471 - Long Valley Jct,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4221234,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III,4456 - Huntington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4590594,07/03/2018 12:00:00 AM,Region 3,Construction Technician IV (Office),3751 - R3 East Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3194937,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III - Special Crew,4465 - Sevier,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5750946,09/05/2018 12:00:00 AM,Region 1,Transportation Technician I,1424 - Clearfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5110803,07/23/2018 12:00:00 AM,Region 2,Design Team Leader,2207 - Design Team 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4209300,07/25/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4530330,07/02/2018 12:00:00 AM,Region 1,Roadway Design Engineer,1207 - Design Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2871720,07/10/2018 12:00:00 AM,Complex,Consultant Services Manager,8284 - Consultant Svcs,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3611979,07/04/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4778082,07/02/2018 12:00:00 AM,Region 2,Roadway Design Engineer,2207 - Design Team 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3307095,07/03/2018 12:00:00 AM,Complex,Motor Carrier Inspector,8148 - POE Kanab,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5375970,07/09/2018 12:00:00 AM,Region 2,Avalanche Forecaster,2449 - Avalanche Forecasting,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5670486,08/01/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3102732,07/25/2018 12:00:00 AM,Complex,Roadway Safety Manager,8391 - imt administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3885489,07/01/2018 12:00:00 AM,Region 2,Engineering Manager II,2250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4711743,07/31/2018 12:00:00 AM,Complex,Environmental Program Manager I,8307 - Maintenance Planning,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5559408,07/02/2018 12:00:00 AM,Region 3,Transportation Technician I,3436 - Manila,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3126492,08/14/2018 12:00:00 AM,Region 3,Region Trainer,3411 - R3 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5284845,08/15/2018 12:00:00 AM,Region 2,Avalanche Forecaster,2449 - Avalanche Forecasting,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3921588,07/03/2018 12:00:00 AM,Region 4,Station Supervisor,4480 - Milford,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4043574,07/20/2018 12:00:00 AM,Complex,Right Of Way Agent III,8223 - ROW Team 2,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4540941,07/02/2018 12:00:00 AM,Complex,Bridge Database Engineer,8263 - Structures Bridge Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2921508,07/10/2018 12:00:00 AM,Region 1,Transportation Technician II,1425 - Huntsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5221935,07/02/2018 12:00:00 AM,Region 1,Hydraulic Engineer,1208 - R1 Hydraulics,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3825576,07/03/2018 12:00:00 AM,Region 4,Region Materials Engineering Manager II,4266 - R4 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5189103,07/12/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8744 - Price Dist Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3824847,07/05/2018 12:00:00 AM,Region 2,Resident Engineer,2759 - R2 Crew 9,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5126598,07/03/2018 12:00:00 AM,Region 2,Resident Engineer,2755 - r2 crew 5,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4510917,08/02/2018 12:00:00 AM,Region 4,Transportation Technician III,4475 - Beryl,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5008338,08/06/2018 12:00:00 AM,Complex,Purchasing Coordinator,8284 - Consultant Svcs,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2930013,08/03/2018 12:00:00 AM,Complex,Director Of Policy And Legislative Services,8111 - Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4709637,07/02/2018 12:00:00 AM,Complex,Materials Engineering Assistant,8274 - Materials Training/Qualification,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5239404,07/03/2018 12:00:00 AM,Region 1,Region Materials Engineering Manager II,1266 - R1 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4001994,07/05/2018 12:00:00 AM,Region 2,Engineering Manager II,2206 - Preconstruction Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5581197,06/29/2018 12:00:00 AM,Complex,Instructional Designer,8115 - Learning & Development,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4494393,07/06/2018 12:00:00 AM,Complex,Contract/Grant Analyst I,8381 - tmd administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3931119,07/03/2018 12:00:00 AM,Region 1,District Permits Officer I,1155 - R1 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5371731,07/03/2018 12:00:00 AM,Complex,Gis Manager,8213 - data and analytics,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4654611,07/09/2018 12:00:00 AM,Region 4,Engineering Manager I,4250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5198364,07/11/2018 12:00:00 AM,Complex,Architectural Historian/Environmental Manager,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5281443,07/02/2018 12:00:00 AM,Region 4,Transportation Technician I,4479 - Beaver,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4736502,07/02/2018 12:00:00 AM,Region 1,Construction Transportation Technician III,1751 - South Willard,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5041791,07/02/2018 12:00:00 AM,Region 1,Facilities Coordinator II,1449 - Special Crew,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
5691870,07/03/2018 12:00:00 AM,Complex,Information Specialist II,8133 - Community Relations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3125682,07/16/2018 12:00:00 AM,Region 2,Transportation Technician II,2437 - Kamas,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2851065,07/05/2018 12:00:00 AM,Region 1,Accounting Technician III,1100 - R1 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4725324,08/22/2018 12:00:00 AM,Region 1,Station Supervisor,1445 - Logan Summit/Seal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5219829,07/05/2018 12:00:00 AM,Complex,Udot Weather Program Specialist,8385 - tmd weather operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4530060,07/16/2018 12:00:00 AM,Region 2,Resident Engineer,2756 - R2 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3286764,08/01/2018 12:00:00 AM,Complex,Business Analyst Supervisor,8307 - Maintenance Planning,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5639733,07/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4483 - Delta,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5320701,07/02/2018 12:00:00 AM,Region 2,Engineer II,2755 - r2 crew 5,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3156246,07/11/2018 12:00:00 AM,Region 1,Pavement Manager,1266 - R1 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5043870,07/23/2018 12:00:00 AM,Complex,Engineering Manager I,8205 - Contract Construction,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3550176,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2435 - Silver Summit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3342816,07/11/2018 12:00:00 AM,Region 1,Design Technician IV,1207 - Design Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5750055,07/09/2018 12:00:00 AM,Region 3,Electronic Technical Specialist I,3446 - Signal Crew,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4006827,07/06/2018 12:00:00 AM,Region 2,Engineer III,2757 - R2 Crew 7,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3512538,07/19/2018 12:00:00 AM,Complex,Accounting Technician III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3414474,07/06/2018 12:00:00 AM,Region 4,Region Traffic Engineer,4155 - R4 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5647482,07/23/2018 12:00:00 AM,Region 4,Transportation Technician II,4480 - Milford,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3657258,07/11/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3112560,07/30/2018 12:00:00 AM,Complex,Shop Manager,8757 - Central Shops Admin,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
2847744,08/01/2018 12:00:00 AM,Region 4,Transportation Technician II,4486 - P Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5727753,07/25/2018 12:00:00 AM,Region 4,Transportation Technician I,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5786559,07/26/2018 12:00:00 AM,Region 1,Transportation Technician I,1422 - Ogden,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3123063,08/15/2018 12:00:00 AM,Region 2,Accounting Technician III,2100 - R2 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4466178,07/03/2018 12:00:00 AM,Complex,Executive Secretary,8261 - Structures Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5455107,08/01/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4450 - Bluff,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5492880,07/16/2018 12:00:00 AM,Region 4,Financial Analyst II,4100 - R4 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3154059,08/29/2018 12:00:00 AM,Region 3,Maintenance Station Lead,3426 - Spanish Fork,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
2926233,07/02/2018 12:00:00 AM,Region 2,Station Supervisor,2436 - Wanship,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3144960,07/30/2018 12:00:00 AM,Region 2,Construction Materials Lab Technician,2753 - R2 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5520987,07/02/2018 12:00:00 AM,Region 2,Engineer II,2266 - R2 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3059829,07/02/2018 12:00:00 AM,Region 4,Station Supervisor,4461 - Mt Pleasant,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4767552,07/13/2018 12:00:00 AM,Region 3,Roadway Design Engineer,3208 - R3 Design Team,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2942541,07/05/2018 12:00:00 AM,Region 2,Maintenance Area Supervisor,2411 - Region 2 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3723408,08/09/2018 12:00:00 AM,Region 3,Contract/Grant Analyst I,3100 - R3 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3282606,07/12/2018 12:00:00 AM,Complex,Lead Welder,8754 - Central Weld/Fab Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3667383,07/09/2018 12:00:00 AM,Complex,Engineering Manager I,8386 - tmd its program management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5214321,08/06/2018 12:00:00 AM,Complex,Auditor IV,8132 - Internal Audit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2793285,07/03/2018 12:00:00 AM,Region 4,Asset Analyst,4411 - Maintenance Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4272264,07/09/2018 12:00:00 AM,Region 1,Region Director's Assistant,1100 - R1 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2951262,07/10/2018 12:00:00 AM,Complex,Gis Manager,8213 - data and analytics,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5242779,07/10/2018 12:00:00 AM,Complex,Journey Auto Worker,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4657905,07/06/2018 12:00:00 AM,Complex,Engineering Manager I,8386 - tmd its program management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5372082,07/02/2018 12:00:00 AM,Region 1,Design Technician IV,1207 - Design Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5722407,07/22/2018 12:00:00 AM,Region 2,Transportation Technician I,2433 - Cottonwood,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5603823,08/01/2018 12:00:00 AM,Region 2,Transportation Technician I,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5179518,07/10/2018 12:00:00 AM,Region 1,Transportation Technician III,1431 - Snowville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2926962,08/21/2018 12:00:00 AM,Complex,Journey Auto Worker,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2919132,07/31/2018 12:00:00 AM,Region 3,Region Materials Engineering Manager II,3266 - R3 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5088447,08/08/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4570614,07/14/2018 12:00:00 AM,Region 2,Transportation Technician I,2432 - Murray,1,1,1,1,0.5,Successful,Successful,Successful,Successful
